1				
1	177			
0	5.38	100	1	;
5	5.38	100	1	;
5.5	5.43323281808614	99.0202367564861	1	;
6	5.48646563617228	98.0594859563075	1	;
6.5	5.53969845425842	97.1171995086544	1	;
7	5.59293127234457	96.1928501893551	1	;
7.5	5.64616409043071	95.2859306572083	1	;
8	5.69939690851685	94.3959525254407	1	;
8.5	5.75262972660299	93.5224454847186	1	;
9	5.80586254468913	92.6649564744056	1	;
9.5	5.88506259453673	91.4178891656039	1	;
10	5.91232818086142	90.9963018868845	1	;
10.5	5.94211322811993	90.5401797889035	1	;
11	5.97415094168659	90.0546379312129	1	;
11.5	6.00817452693573	89.0050686809165	1	;
12	6.04391718924168	87.5120214656029	1	;
12.5	6.08111213397877	85.9883635059688	1	;
13	6.11949256652133	84.4418351235594	1	;
13.5	6.15879169224369	82.8796590524232	1	;
14	6.19874271652018	81.3085376558288	1	;
14.5	6.23907884472513	79.7346573319346	1	;
15	6.27953328223287	78.1636990156548	1	;
15.5	6.31983923441773	76.600853737871	1	;
16	6.35972990665403	75.0508422767605	1	;
16.5	6.39893850431611	73.5179380229434	1	;
17	6.43719872151328	72.0059868079621	1	;
17.5	6.47429897676235	70.517843924397	1	;
18	6.51013167721874	69.0549574585833	1	;
18.5	6.54460086357762	67.6184886841729	1	;
19	6.57761057653417	66.2094575481407	1	;
19.5	6.60906485678356	64.8287539841049	1	;
20	6.63886774502098	63.4771487123583	1	;
20.5	6.66692328194161	62.1553035328012	1	;
21	6.69313550824061	60.8637811219008	1	;
21.5	6.71740846461318	59.6030543490187	1	;
22	6.73964619175449	58.3735151310568	1	;
22.5	6.75975273035972	57.1754828474667	1	;
23	6.77642541044793	56.0191861702591	1	;
23.5	6.77642541044793	55.0106467913724	1	;
24	6.77642541044793	54.00996460885	1	;
24.5	6.77642541044793	53.0178665861551	1	;
25	6.77642541044793	52.035033835448	1	;
25.5	6.77642541044793	51.0621029301379	1	;
26	6.77642541044793	50.0996672008243	1	;
26.5	6.77642541044793	49.1482780146275	1	;
27	6.77642541044793	48.2084460379094	1	;
27.5	6.77642541044793	47.2806424823838	1	;
28	6.77642541044793	46.3653003346159	1	;
28.5	6.77642541044793	45.4628155689124	1	;
29	6.77642541044793	44.5735483436003	1	;
29.5	6.77642541044793	43.6978241806963	1	;
30	6.77642541044793	42.8359351289647	1	;
30.5	6.77642541044793	41.9881409103663	1	;
31	6.77449205847024	41.1664150577941	1	;
31.5	6.75808876751374	40.445163427155	1	;
32	6.74000068859614	39.7451015200675	1	;
32.5	6.72026480875393	39.0658016324544	1	;
33	6.69891811502356	38.4068499549191	1	;
33.5	6.67599759444149	37.767845691538	1	;
34	6.6515402340442	37.1484002380131	1	;
34.5	6.62558302086814	36.5481364139055	1	;
35	6.5981629419498	35.9666877441473	1	;
35.5	6.56931698432562	35.4036977854408	1	;
36	6.53908213503207	34.8588194935349	1	;
36.5	6.50749538110563	34.3317146276962	1	;
37	6.47459370958276	33.8220531889961	1	;
37.5	6.44041410749992	33.3295128892977	1	;
38	6.40499356189358	32.8537786480673	1	;
38.5	6.3683690598002	32.3945421143463	1	;
39	6.33057758825625	31.9515012114106	1	;
39.5	6.29165613429819	31.524359701814	1	;
40	6.2516416849625	31.1128267706635	1	;
40.5	6.21057122728563	30.7166166251094	1	;
41	6.16848174830405	30.3354481081539	1	;
41.5	6.12541023505423	29.9690443249887	1	;
42	6.08139367457264	29.6171322801655	1	;
42.5	6.03646905389573	29.279442523992	1	;
43	5.97720794955761	29.0209400163635	1	;
43.5	5.91814837366699	28.7710085430342	1	;
44	5.85994310527648	28.5264768855044	1	;
44.5	5.80255022659529	28.2875309631821	1	;
45	5.74593426362553	28.0543134886177	1	;
45.5	5.69006558053418	27.8269270263528	1	;
46	5.63491975412669	27.6054371717469	1	;
46.5	5.58047691457229	27.3898759140335	1	;
47	5.52672111712185	27.1802448661491	1	;
47.5	5.47363972364632	26.9765184653746	1	;
48	5.42122281532329	26.7786470425498	1	;
48.5	5.36946265991584	26.586559646766	1	;
49	5.31835322791343	26.400166655658	1	;
49.5	5.26788974326518	26.219362244399	1	;
50	5.21806830853449	26.0440265177195	1	;
50.5	5.16888556037442	25.87402752439	1	;
51	5.12033838530224	25.709223005733	1	;
51.5	5.07242368496345	25.5494619307275	1	;
52	5.02513815889002	25.3945859775054	1	;
52.5	4.97847815585563	25.2444307029543	1	;
53	4.9324395335928	25.0988267008391	1	;
53.5	4.88701756624904	24.9576005475565	1	;
54	4.84220686597171	24.8205757023755	1	;
54.5	4.79800133318818	24.687573285348	1	;
55	4.75439412745718	24.5584127704873	1	;
55.5	4.71137765022054	24.4329126353384	1	;
56	4.66933869056954	24.3088336113904	1	;
56.5	4.62745852244018	24.1902010906979	1	;
57	4.58676366842676	24.1	1	;
57.5	4.54968235565725	24.1	1	;
58	4.5131585945522	24.1	1	;
58.5	4.47715551236075	24.1	1	;
59	4.44165539379823	24.1	1	;
59.5	4.40664401881887	24.1	1	;
60	4.37210787488649	24.1	1	;
60.5	4.33803364823611	24.1	1	;
61	4.30440811594669	24.1	1	;
61.5	4.27121810972177	24.1	1	;
62	4.23845048766978	24.1	1	;
62.5	4.2060921098155	24.1	1	;
63	4.17412981092934	24.1	1	;
63.5	4.14255037408782	24.1	1	;
64	4.11134050050668	24.1	1	;
64.5	4.0804867801103	24.1	1	;
65	4.04997565964792	24.1	1	;
65.5	4.01979340814674	24.1	1	;
66	3.98992608181015	24.1	1	;
66.5	3.96035948656904	24.1	1	;
67	3.93107913764245	24.1	1	;
67.5	3.90207021738534	24.1	1	;
68	3.87331753020445	24.1	1	;
68.5	3.84480545444862	24.1	1	;
69	3.81651789150279	24.1	1	;
69.5	3.78843821115664	24.1	1	;
70	3.76054919364421	24.1	1	;
70.5	3.73283296730793	24.1	1	;
71	3.70527094230193	24.1	1	;
71.5	3.6778437393934	24.1	1	;
72	3.6505311136962	24.1	1	;
72.5	3.6233118730531	24.1	1	;
73	3.59616379017906	24.1	1	;
73.5	3.56906350868624	24.1	1	;
74	3.54198644152379	24.1	1	;
74.5	3.51490666235894	24.1	1	;
75	3.48779678789005	24.1	1	;
75.5	3.4606278517154	24.1	1	;
76	3.43336916744603	24.1	1	;
76.5	3.40598818158244	24.1	1	;
77	3.37845031373199	24.1	1	;
77.5	3.35071878400258	24.1	1	;
78	3.32275442530401	24.1	1	;
78.5	3.29451547982702	24.1	1	;
79	3.2659573768036	24.1	1	;
79.5	3.23703249067333	24.1	1	;
80	3.20768987577486	24.1	1	;
80.5	3.17787497572468	24.1	1	;
81	3.14752930324349	24.1	1	;
81.5	3.11659008658445	24.1	1	;
82	3.08498987729035	24.1	1	;
82.5	3.05265611320505	24.1	1	;
83	3.0195106291728	24.1	1	;
83.5	2.98546910613757	24.1	1	;
84	2.95044044711935	24.1	1	;
84.5	2.91432606572635	24.1	1	;
85	2.87701906904318	24.1	1	;
85.5	2.8384033119126	24.1	1	;
86	2.79835229329975	24.1	1	;
86.5	2.75672785672103	24.1	1	;
87	2.7133786455126	24.1	1	;
87.5	2.668138248071	24.1	1	;
88	2.62082294675243	24.1	1	;
88.5	2.57122895488552	24.1	1	;
89	2.51899748779592	24.1	1	;
89.5	2.46410405942916	24.1	1	;
90	2.40615466268258	24.1	1	;
90.5	2.34481903712679	24.1	1	;
91	2.27971673982002	24.1	1	;
91.5	2.21040443949267	24.1	1	;
92	2.13635850123364	24.1	1	;
92.5	2.05695053409781	24.1	1	;
